Keyword Phrase,,,Keyword Sales,Magnet IQ Score,Search Volume,Search Volume Trend,H10 PPC Sugg. Bid,H10 PPC Sugg. Min Bid,H10 PPC Sugg. Max Bid,Sponsored ASINs,Competing Products,CPR,Organic,Title Density,Smart Complete,Amazon Recommended,,category
coco wyo coloring book bold and easy,,,-,351,270,3,0.67,0.47,0.86,313,>769,8,1,0,1,0,,coloring
coco wyo coloring book,,,1063,"34,958","34,958",-26,0.58,0.37,0.81,580,">1,000",66,1,0,1,1,,coloring
coco wyo christmas coloring book,,,-,329,219,8,0.64,0.59,0.69,151,666,8,0,0,1,1,,coloring
coco wyo bold and easy coloring book,,,10,340,264,9,0.61,0.42,0.97,363,>777,8,1,0,1,0,,coloring
coco wyi coloring book,,,-,"4,280",214,-9,,,,80,50,8,1,0,0,0,,coloring
coco wya coloring book,,,1,"1,272",388,-8,0.78,0.51,1.04,271,305,8,1,0,1,0,,coloring
coco wu coloring book,,,-,"4,134",277,11,0.46,0.34,1.09,92,67,8,1,0,0,0,,coloring
coco wto coloring book,,,-,"4,193",239,-8,,,,80,57,8,1,0,1,0,,coloring
coco who coloring book,,,3,"2,789",357,0,0.64,0.39,0.8,227,128,8,1,0,1,0,,coloring
coco wayo coloring book,,,16,"3,560",623,-5,0.68,0.65,0.92,253,175,10,1,0,1,1,,coloring
coco mayo coloring book,,,-,"2,977",259,-23,0.62,0.41,0.78,97,87,8,1,0,0,0,,coloring
coco coloring book,,,19,690,690,-19,0.54,0.4,0.8,340,">1,000",10,1,1,1,0,,coloring
cocktail coloring book,,,-,"1,568",232,-5,,,,255,>148,8,0,5,0,1,,coloring
cock coloring book,,,-,"1,774",236,75,0.61,0.5,0.86,29,133,8,0,6,1,0,,coloring
cobra kai coloring book,,,-,"14,850",297,9,,,,39,20,8,0,0,1,0,,coloring
classic car coloring book for adults,,,-,393,229,32,,,,165,>583,8,0,1,1,0,,coloring
city market coloring book,,,-,432,200,-14,0.69,0.45,0.84,243,463,8,1,0,0,0,,coloring
circle of life coloring book,,,3,525,277,-4,0.7,0.47,0.99,302,528,8,0,0,1,0,,coloring
cici slay coloring book,,,-,"6,047",260,-40,,,,81,43,8,0,0,1,0,,coloring
chronicles of narnia coloring book,,,-,"5,804",267,26,,,,36,46,8,0,0,1,0,,coloring
christmas hygge coloring book,,,-,128,128,9,0.75,0.4,0.84,105,">1,000",8,0,2,0,1,,coloring
christmas cutie coloring book,,,-,371,303,39,0.5,0.42,0.6,327,817,8,0,1,1,0,,coloring
chilling and killing coloring book,,,2,659,298,30,,,,300,452,8,0,0,1,0,,coloring
chill moments coloring book,,,-,"1,316",271,-40,0.77,0.44,0.88,443,206,8,1,1,0,1,,coloring
chikawa coloring book,,,-,"9,571",201,-32,,,,38,21,8,1,0,0,0,,coloring
chiefs coloring book,,,-,230,230,11,,,,233,">1,000",8,0,2,1,0,,coloring
chibi coloring book,,,8,607,607,-16,0.91,0.58,1.15,330,">1,000",10,1,2,0,0,,coloring
cheetah coloring book,,,-,"2,043",235,-1,,,,233,>115,8,0,12,1,0,,coloring
cats with hats coloring book,,,-,"2,201",306,70,,,,203,>139,8,0,1,1,0,,coloring
cats being dicks coloring book,,,7,"1,649",343,-8,0.75,0.43,1.16,221,208,8,0,2,1,0,,coloring
catnap coloring book,,,-,"2,988",242,14,,,,103,81,8,0,0,1,0,,coloring
cat moments: meow life coloring book for adults and teens,,,-,"1,606",204,-26,0.76,0.61,1.31,121,127,8,1,2,1,0,,coloring
cat moments meow life coloring book,,,-,"1,120",205,-18,,,,178,183,8,1,4,1,0,,coloring
cat moments coloring book,,,22,"3,511","1,243",13,0.9,0.78,1.02,701,>354,27,1,3,1,1,,coloring
cat mom coloring book,,,9,847,448,1,1.05,0.71,1.35,394,>529,8,1,2,1,0,,coloring
cat farts coloring book,,,13,"4,397",554,83,0.82,0.61,1.13,248,126,9,0,1,1,0,,coloring
cat coloring book for kids ages 8-12,,,-,528,313,-21,0.39,0.28,0.66,283,>593,8,0,3,1,0,,coloring
cat butt coloring book for adults,,,-,"1,942",270,20,0.61,0.45,0.76,258,>139,8,0,2,1,0,,coloring
cartoon network coloring book,,,-,"1,763",268,-22,,,,337,152,8,0,0,1,0,,coloring
care bear coloring book,,,6,"1,224",448,-17,0.72,0.61,0.74,398,>366,8,0,0,1,0,,coloring
cardstock coloring book thick pages,,,-,599,270,-3,,,,416,451,8,1,0,1,0,,coloring
cardstock coloring book,,,1,505,436,-27,0.71,0.49,0.73,410,>864,8,1,0,1,1,,coloring
card stock coloring book,,,-,315,200,29,0.87,0.47,0.89,114,634,8,1,0,1,1,,coloring
canvas coloring book,,,-,297,217,17,,,,226,>731,8,1,1,0,0,,coloring
candy hearts coloring book,,,-,378,283,33,,,,317,749,8,0,1,1,0,,coloring
candy coloring book,,,-,274,274,-10,,,,241,">1,000",8,0,0,0,0,,coloring
cancer coloring book adult,,,4,"1,036",350,0,,,,307,>338,8,0,0,1,0,,coloring
camping coloring book,,,11,621,621,19,0.67,0.51,0.78,232,">1,000",10,0,17,1,0,,coloring
calming coloring book for kids,,,-,325,325,-4,,,,367,">1,000",8,1,0,1,0,,coloring
calm the f down coloring book,,,-,616,247,38,,,,158,401,8,0,1,1,0,,coloring
caliart coloring book,,,-,"1,038",249,2,0.57,0.34,0.67,125,240,8,1,0,0,0,,coloring
bunny days coloring book,,,-,"1,323",291,-16,0.82,0.75,1.23,419,>220,8,0,1,1,0,,coloring
bungo stray dogs coloring book,,,-,"7,250",319,49,0.37,0.3,0.6,35,44,8,0,0,1,0,,coloring
bubble guppies coloring book,,,0,"1,854",343,-15,,,,234,185,8,1,0,0,0,,coloring
bts dots lines spirals coloring book,,,-,"7,276",211,-1,0.83,0.67,1.39,20,29,8,0,1,1,0,,coloring
bts coloring book,,,2,928,385,-4,0.5,0.4,0.59,282,415,8,1,1,1,0,,coloring
brownies coloring book,,,-,899,214,19,0.67,0.51,0.91,165,238,8,1,2,0,0,,coloring
brown bear wood coloring book,,,-,"14,053",267,38,,,,34,19,8,0,0,1,0,,coloring
broadway coloring book,,,-,"1,041",303,30,0.33,0.32,0.49,270,291,8,0,1,1,0,,coloring
britney spears coloring book,,,-,"3,523",229,1,0.62,0.48,0.79,98,65,8,0,1,1,0,,coloring
bridgerton coloring book,,,4,"3,330",343,-10,0.46,0.37,0.62,249,103,8,0,1,1,0,,coloring
brawl stars coloring book,,,-,"3,526",201,-34,,,,70,57,8,0,0,1,0,,coloring
bratz coloring book for adults,,,-,940,264,11,0.57,0.46,0.68,248,281,8,1,0,1,0,,coloring
bratz coloring book,,,3,"5,188",690,-7,0.48,0.39,0.57,288,133,10,1,0,1,0,,coloring
brainrot coloring book,,,17,"4,295",554,16,0.88,0.75,1.26,106,129,9,0,6,1,0,,coloring
bows and blossoms coloring book,,,10,"5,843",409,49,0.79,0.75,1.22,112,70,8,0,0,1,0,,coloring
bow coloring book,,,-,"1,158",242,-10,0.36,0.32,0.68,287,>209,8,0,1,1,0,,coloring
booktok coloring book,,,-,851,262,-7,,,,322,308,8,0,0,1,0,,coloring
bookish coloring book,,,8,"1,566",451,11,0.78,0.72,0.85,306,288,8,0,3,1,0,,coloring
boogie goods coloring book,,,-,"3,448",231,-4,,,,95,67,8,1,0,1,0,,coloring
boobiegoods coloring book,,,3,"2,703",419,2,0.68,0.55,0.82,210,155,8,1,0,1,0,,coloring
bold n sweet coloring book,,,3,"3,300",231,-19,0.82,0.56,1.01,110,70,8,0,0,0,0,,coloring
bold christmas coloring book,,,-,392,297,1,0.75,0.46,1.03,301,>757,8,0,0,0,0,,coloring
bold and easy winter coloring book,,,-,"1,175",322,33,,,,283,>274,8,0,0,0,0,,coloring
bold and easy valentines day coloring book,,,-,"1,353",253,5,0.61,0.52,0.62,315,>187,8,0,0,0,0,,coloring
bold and easy summer coloring book,,,1,523,393,282,,,,228,>752,8,0,3,0,0,,coloring
bold and easy plants & flowers coloring book,,,-,647,289,-4,0.71,0.66,0.76,249,>447,8,0,0,0,0,,coloring
bold and easy patterns coloring book,,,-,242,242,17,,,,389,">1,000",8,1,2,1,0,,coloring
"bold and easy large print coloring book: big and simple coloring book for adults, seniors, and begin",,,-,"42,800",214,-23,,,,16,5,8,0,0,1,0,,coloring
bold and easy fall coloring book,,,-,982,277,9,,,,411,>282,8,0,1,1,0,,coloring
bold and easy coloring book pack,,,-,790,218,21,,,,79,276,8,1,0,1,0,,coloring
bold and easy coloring book for boys,,,-,262,262,-26,,,,271,">1,000",8,0,4,0,0,,coloring
bold and easy autumn coloring book,,,-,"1,435",300,3,,,,317,>209,8,0,0,1,0,,coloring
bold and easy alien coloring book,,,-,423,210,-17,0.68,0.6,0.77,426,496,8,0,0,0,0,,coloring
bogiki coloring book,,,6,"3,776",623,-26,0.75,0.58,1.02,357,165,10,0,0,1,1,,coloring
boddie goods coloring book,,,-,"3,842",219,-13,,,,75,57,8,1,0,0,0,,coloring
bobs burgers coloring book adult,,,1,"2,678",233,12,,,,125,87,8,1,0,1,0,,coloring
bobs burgers coloring book,,,48,"13,929","2,354",342,0.53,0.47,0.78,396,169,27,1,1,1,0,,coloring
bobs burger coloring book,,,6,"2,856",337,94,1.02,0.61,1.27,119,118,8,0,0,1,0,,coloring
bobies good coloring book,,,-,"5,273",290,-3,,,,83,55,8,1,0,1,0,,coloring
bobgoods coloring book,,,-,"14,850",297,n/a,,,,33,20,8,1,0,1,0,,coloring
bobby goods coloring book,,,48,"10,857","2,356",-15,0.68,0.46,0.75,651,217,27,1,0,1,1,,coloring
bobby coloring book,,,-,"1,091",251,30,0.45,0.26,0.56,227,>230,8,1,0,1,0,,coloring
bobbies goods coloring book,,,2,"1,111",379,-2,0.58,0.35,0.72,325,>341,8,1,0,1,0,,coloring
bobbie goods day to night coloring book,,,-,"4,922",251,-1,,,,83,51,8,1,0,1,0,,coloring
bobbie goods coloring book summer,,,-,"1,616",236,12,0.74,0.46,0.82,127,146,8,1,0,0,0,,coloring
bobbie goods coloring book original,,,7,"11,841",817,-1,0.55,0.53,0.85,106,69,11,1,0,1,0,,coloring
bobbie goods coloring book halloween,,,-,"2,019",210,2,0.55,0.39,0.71,134,104,8,1,0,1,0,,coloring
bobbie goods coloring book day and night,,,-,"1,788",202,22,,,,62,113,8,1,0,1,0,,coloring
bobbie goods coloring book christmas,,,-,533,96,6,0.47,0.29,0.65,23,180,8,0,0,0,1,,coloring
bobbie goods coloring book amazon,,,-,261,233,-6,,,,392,894,8,1,0,1,0,,coloring
bobbie goods coloring book,,,161,"34,954","13,038",-15,0.45,0.28,0.56,600,>373,40,1,0,1,1,,coloring
bobbie good coloring book,,,-,827,297,11,0.54,0.42,0.83,311,>359,8,1,0,1,0,,coloring
bobbie coloring book,,,-,864,311,-5,0.57,0.48,0.61,267,>360,8,1,0,1,0,,coloring
bobbi goods coloring book,,,2,"2,866",427,0,0.69,0.47,1.04,208,149,8,1,0,1,1,,coloring
bobbi coloring book,,,-,"3,617",217,1,,,,89,60,8,1,0,1,0,,coloring
bob's burgers coloring book,,,3,"3,722",402,393,0.88,0.56,1.08,124,108,8,0,0,1,0,,coloring
bob ross coloring book for adults,,,-,"1,168",257,1,0.56,0.47,0.68,330,220,8,0,0,1,0,,coloring
bob ross coloring book,,,7,"2,650",379,-6,0.56,0.45,0.75,398,143,8,0,5,0,0,,coloring
bob goods coloring book,,,12,"8,280","1,333",31,0.71,0.52,0.81,335,161,26,1,0,1,0,,coloring
bluey coloring book for adults,,,-,"1,044",310,4,,,,345,297,8,1,0,0,0,,coloring
bluey coloring book,,,255,"8,963","4,562",-34,0.6,0.41,0.89,528,>509,31,1,3,0,0,,coloring
bluey big backyard coloring book,,,-,"7,500",210,-10,0.62,0.61,0.9,31,28,8,1,0,0,0,,coloring
bluey adult coloring book,,,-,762,231,12,,,,223,303,8,1,0,1,0,,coloring
blue lock coloring book,,,6,"9,512",390,-5,,,,67,41,8,0,1,1,0,,coloring
blue big backyard coloring book,,,-,"5,256",205,3,,,,85,39,8,1,0,0,0,,coloring
blooming flowers coloring book,,,-,227,227,-10,,,,308,">1,000",8,0,0,1,0,,coloring
bloody alphabet coloring book,,,-,621,200,-27,0.64,0.55,0.74,261,322,8,0,0,1,0,,coloring
bleed proof coloring book,,,-,895,230,-14,,,,341,257,8,1,0,0,0,,coloring
black women moments coloring book,,,-,825,222,n/a,,,,57,269,8,0,1,1,0,,coloring
black people coloring book,,,-,354,297,9,,,,308,>838,8,0,0,1,0,,coloring
black paper coloring book for adults,,,7,409,409,5,,,,327,>999,8,0,1,1,0,,coloring
black paper coloring book,,,5,429,429,-2,0.54,0.35,0.64,309,">1,000",8,0,7,1,0,,coloring
black girl moments coloring book,,,7,"1,511",429,n/a,,,,48,284,8,0,0,1,0,,coloring
black girl magic coloring book,,,-,334,225,-5,0.66,0.41,0.68,292,>673,8,0,9,1,0,,coloring
black girl coloring book for kids,,,3,374,374,-11,0.67,0.35,0.78,310,">1,000",8,0,0,0,0,,coloring
black equestrian coloring book,,,-,"4,388",294,8,,,,70,67,8,0,1,1,0,,coloring
black background coloring book,,,1,379,379,-3,0.5,0.4,0.65,319,">1,000",8,0,18,0,0,,coloring
bird coloring book for kids,,,11,345,345,18,1.26,0.97,1.61,203,">1,000",8,0,4,1,0,,coloring
billie eilish coloring book,,,15,"4,929",621,-17,0.78,0.72,0.85,184,126,10,0,0,1,0,,coloring
big sister coloring book,,,24,"1,329",469,-9,0.82,0.79,1.04,267,>353,8,0,13,0,0,,coloring
big adventures of tiny dicks coloring book,,,-,"3,676",250,-20,0.82,0.69,1.03,95,68,8,0,0,1,0,,coloring
bestie moments coloring book,,,4,"4,282",441,-15,0.86,0.69,1.25,238,103,8,0,0,1,1,,coloring
best of pixar mystery coloring book,,,1,"21,810",458,130,0.53,0.26,0.59,53,21,8,0,0,1,0,,coloring
berry coloring book,,,-,399,230,27,0.54,0.46,0.77,410,>576,8,1,0,0,1,,coloring
berrie coloring book volume 4,,,-,"128,500",257,n/a,,,,4,2,8,0,0,1,0,,coloring
berrie coloring book,,,52,"17,810","2,992",45,0.66,0.64,0.89,557,168,28,0,0,1,1,,coloring
berenstain bears coloring book,,,-,878,202,32,,,,190,230,8,0,1,1,0,,coloring
bendon coloring book,,,4,409,409,-5,2.77,2.11,3.38,327,">1,000",8,1,0,0,0,,coloring
belly bean coloring book,,,4,"6,067",364,51,0.78,0.57,1,69,60,8,1,0,0,0,,coloring
beetlejuice coloring book,,,-,"1,831",238,-14,0.52,0.42,0.62,110,130,8,0,2,1,0,,coloring
beetle juice coloring book,,,-,"6,900",207,17,,,,15,30,8,1,0,0,0,,coloring
beatles coloring book,,,9,"1,608",254,10,0.79,0.55,0.85,368,158,8,0,1,1,0,,coloring
bear coloring book,,,4,445,445,-6,0.96,0.79,1.14,317,">1,000",8,1,10,1,0,,coloring
beach coloring book for kids,,,18,443,443,32,0.58,0.51,0.65,293,">1,000",8,1,0,1,0,,coloring
beach coloring book for adults,,,6,460,460,0,0.6,0.53,0.68,264,">1,000",8,1,6,0,0,,coloring
beach adult coloring book,,,-,220,220,-25,,,,267,">1,000",8,0,0,1,0,,coloring
bdsm coloring book,,,-,"1,929",270,-13,1.19,0.97,1.52,317,140,8,0,2,1,0,,coloring
barking cute coloring book,,,-,"17,111",308,n/a,,,,17,18,8,0,0,1,0,,coloring
barbie official coloring book,,,-,"3,661",216,-13,,,,106,59,8,0,0,1,0,,coloring
barbie mystery coloring book,,,-,"9,828",285,-2,,,,49,29,8,0,0,1,0,,coloring
barbie coloring book,,,99,"4,878","2,356",-26,0.52,0.33,0.6,636,>483,29,0,6,1,0,,coloring
barbie adult coloring book,,,-,"2,784",323,16,0.46,0.33,0.62,325,116,8,0,0,1,0,,coloring
baddies coloring book,,,3,"1,454",282,-68,1,0.93,1.07,251,194,8,0,4,0,0,,coloring
baddie coloring book,,,-,"1,411",302,-77,0.63,0.34,1.05,268,214,8,0,0,1,0,,coloring
baby sitters club coloring book,,,-,"9,760",244,2,,,,41,25,8,0,0,1,0,,coloring
avengers coloring book,,,25,"1,172",517,-11,0.48,0.39,0.57,300,>441,9,0,6,1,0,,coloring
autumnalwood coloring book,,,2,"49,625",397,32,0.77,0.39,0.84,11,8,8,1,0,0,0,,coloring
attack on titan coloring book,,,2,"2,117",343,2,0.8,0.71,0.81,190,162,8,0,1,1,0,,coloring
astrology coloring book,,,1,467,337,11,0.47,0.33,0.59,274,>722,8,0,16,1,0,,coloring
astro bot coloring book,,,-,"8,414",244,-29,,,,43,29,8,1,0,0,0,,coloring
asmr coloring book,,,5,"2,351",409,5,0.56,0.31,0.73,284,174,8,1,0,1,0,,coloring
asian coloring book,,,-,0,0,n/a,,,,0,299,8,0,0,0,1,,coloring
art with edge coloring book,,,3,614,393,10,0.64,0.56,0.72,459,>640,8,0,0,1,0,,coloring
art nouveau coloring book,,,0,462,390,6,1.08,0.67,1.29,262,>845,8,0,14,1,0,,coloring
arkansas coloring book,,,-,"1,270",221,12,,,,178,174,8,0,7,1,0,,coloring
ariel coloring book,,,7,892,379,-9,0.69,0.52,0.84,358,>425,8,0,0,1,0,,coloring
argos coloring book,,,-,"4,848",223,-8,,,,81,46,8,1,0,1,0,,coloring
arcane coloring book,,,-,"1,520",231,-10,0.56,0.48,0.64,517,152,8,1,0,0,0,,coloring
anna emilia coloring book,,,1,"5,912",337,-7,0.67,0.41,0.89,107,57,8,0,0,1,1,,coloring
anna banana coloring book,,,2,"7,230",441,-19,0.89,0.84,0.94,52,61,8,1,0,1,0,,coloring
animorphia coloring book,,,-,"2,144",253,36,,,,97,118,8,0,1,1,0,,coloring
anime girl coloring book,,,-,214,214,2,1.22,0.94,1.47,217,">1,000",8,0,0,1,0,,coloring
anime coloring book for teens,,,13,450,450,-11,0.76,0.69,0.92,284,">1,000",8,0,14,0,0,,coloring
animals in costumes coloring book,,,-,"2,509",291,-8,0.54,0.49,0.59,358,116,8,0,1,0,0,,coloring
animal crossing coloring book,,,6,433,433,-8,0.5,0.45,0.55,383,">1,000",8,1,0,1,0,,coloring
anatomy coloring book for nursing students,,,8,"1,071",453,13,1.16,0.74,1.39,208,>423,8,0,0,1,0,,coloring
anatomy coloring book for kids,,,-,327,216,-27,0.64,0.41,0.81,265,>661,8,0,9,1,0,,coloring
among us coloring book for kids,,,-,"1,013",241,-7,,,,152,238,8,0,0,1,0,,coloring
american sign language coloring book,,,-,339,219,-2,,,,154,646,8,0,1,1,0,,coloring
american horror story coloring book,,,-,"1,363",244,-15,,,,199,179,8,0,0,1,0,,coloring
amazon warehouse deals adult coloring book,,,-,"8,432",312,14,,,,66,37,8,0,0,1,0,,coloring
amazing digital circus coloring book,,,-,"5,644",254,17,0.63,0.5,0.76,74,45,8,0,2,0,0,,coloring
all booked up coloring book,,,6,"7,018",393,-27,0.56,0.39,0.93,98,56,8,1,1,1,0,,coloring
alef vernon coloring book,,,-,"44,333",266,-30,0.82,0.62,1.13,31,6,8,1,0,1,0,,coloring
alcohol markers coloring book for adults,,,-,240,240,-23,0.45,0.36,0.58,305,">1,000",8,1,0,1,0,,coloring
alcohol markers coloring book,,,44,"1,777","1,777",3,0.47,0.22,0.56,695,">1,000",27,1,3,1,1,,coloring
alcohol marker paper coloring book,,,-,258,207,-29,,,,262,802,8,1,0,0,0,,coloring
alcohol marker coloring book,,,127,"3,991","3,991",-10,0.45,0.26,0.68,648,">1,000",30,1,3,1,1,,coloring
alcohol coloring book,,,12,553,553,-6,0.49,0.4,0.5,323,">1,000",9,1,0,1,1,,coloring
airbrush coloring book,,,-,"1,568",229,-27,,,,242,>146,8,1,0,0,0,,coloring
air jordan coloring book,,,6,"1,625",434,9,0.85,0.48,0.89,268,267,8,0,5,1,0,,coloring
affirmation coloring book for women,,,-,231,231,-7,0.43,0.28,0.55,257,">1,000",8,1,0,0,0,,coloring
adventure time coloring book adult,,,-,518,278,-23,,,,240,>537,8,0,0,1,1,,coloring
adventure time coloring book,,,28,"1,129","1,129",-27,0.77,0.44,0.78,654,">1,000",26,1,0,1,1,,coloring
adult valentines coloring book,,,-,225,225,9,,,,303,">1,000",8,0,0,0,0,,coloring
adult easter coloring book for women,,,-,292,276,-23,,,,385,>945,8,1,0,1,0,,coloring
adult disney coloring book for women,,,-,241,241,21,,,,336,">1,000",8,0,0,1,0,,coloring
adult disney coloring book,,,16,951,878,-23,0.44,0.29,0.61,622,>923,11,1,0,0,0,,coloring
adult coloring book witchy,,,-,467,219,-4,,,,257,>469,8,0,0,1,0,,coloring
adult coloring book weed,,,2,534,398,-23,,,,343,>746,8,0,0,1,0,,coloring
adult coloring book valentines,,,-,237,237,-22,,,,237,">1,000",8,0,1,1,0,,coloring
adult coloring book under 5 dollars,,,-,430,290,11,,,,218,>675,8,0,0,1,0,,coloring
adult coloring book top rated,,,-,718,275,15,0.58,0.42,0.77,326,383,8,1,0,1,0,,coloring
adult coloring book thick,,,-,0,0,n/a,,,,0,">1,000",8,0,0,0,1,,coloring
adult coloring book stoner,,,3,415,415,-4,0.64,0.58,0.71,357,">1,000",8,0,0,1,0,,coloring
adult coloring book spring,,,-,323,323,-9,,,,330,">1,000",8,1,0,1,0,,coloring
adult coloring book spooky,,,-,255,255,32,0.71,0.54,0.98,252,">1,000",8,1,0,1,0,,coloring
adult coloring book positive affirmations,,,-,209,209,12,,,,280,">1,000",8,0,0,0,0,,coloring
adult coloring book ocean theme,,,-,558,249,73,,,,69,>446,8,1,0,0,0,,coloring
adult coloring book ocean,,,9,393,393,-1,0.42,0.32,0.85,308,">1,000",8,1,0,0,0,,coloring
adult coloring book no bleed pages,,,-,412,295,69,,,,171,>716,8,1,0,1,0,,coloring
adult coloring book naughty,,,-,304,304,-10,,,,374,">1,000",8,0,0,1,0,,coloring
adult coloring book mushrooms,,,-,264,264,-15,0.6,0.48,0.78,280,">1,000",8,0,0,1,0,,coloring
adult coloring book leisure arts,,,-,"1,119",319,22,,,,449,>285,8,0,0,1,0,,coloring
adult coloring book inappropriate,,,-,355,326,-2,,,,295,>919,8,0,0,1,0,,coloring
adult coloring book harry potter,,,-,"1,020",200,-7,0.61,0.51,0.86,357,196,8,0,0,1,0,,coloring
adult coloring book gothic,,,-,274,274,-10,,,,265,">1,000",8,1,0,1,0,,coloring
adult coloring book for women spiral bound,,,12,409,409,10,0.53,0.36,0.7,248,">1,000",8,1,2,0,0,,coloring
adult coloring book for women coco wyo,,,-,534,256,-3,,,,372,479,8,1,0,1,0,,coloring
adult coloring book for alcohol markers,,,1,310,310,0,0.5,0.39,0.63,310,">1,000",8,1,0,1,0,,coloring
adult coloring book cuss words,,,8,412,412,-6,0.63,0.43,0.8,307,">1,000",8,0,1,1,0,,coloring
adult coloring book coco wyo,,,9,419,419,-7,0.68,0.51,0.96,355,">1,000",8,1,0,1,1,,coloring
adult coloring book butterflies,,,7,277,277,5,0.52,0.36,0.63,331,">1,000",8,0,0,1,0,,coloring
adult coloring book bundle,,,-,424,299,34,0.87,0.65,1.02,249,>705,8,0,2,0,1,,coloring
adult coloring book bear,,,-,0,0,n/a,,,,0,">1,000",8,0,0,0,1,,coloring
adult coloring book beach,,,9,293,293,7,,,,287,">1,000",8,1,0,0,0,,coloring
adult coloring book alcohol markers,,,-,297,297,30,,,,192,">1,000",8,1,0,1,0,,coloring
adorable town coloring book,,,3,"1,752",424,43,0.84,0.67,1.01,377,>242,8,0,5,1,1,,coloring
adorable shop coloring book,,,-,368,139,-7,0.49,0.25,0.59,316,378,8,0,1,1,1,,coloring
adorable corner coloring book,,,-,212,212,48,,,,94,">1,000",8,1,0,1,0,,coloring
adhd coloring book adults,,,5,446,422,3,0.46,0.32,0.61,384,>946,8,1,0,0,0,,coloring
adhd coloring book,,,4,337,337,-9,0.61,0.43,0.69,331,">1,000",8,1,2,0,0,,coloring
addams family coloring book,,,-,"3,189",287,57,,,,48,90,8,0,0,1,0,,coloring
activist friends coloring book,,,-,"16,150",323,23,0.77,0.57,0.91,59,20,8,1,0,1,0,,coloring
acrylic paint markers coloring book,,,5,369,352,-29,0.53,0.45,0.61,354,>953,8,1,0,1,1,,coloring
acrylic paint marker coloring book,,,3,234,202,-6,0.6,0.51,0.85,280,>863,8,1,0,0,0,,coloring
acrylic paint coloring book,,,7,426,390,-6,0.5,0.37,0.64,285,>916,8,1,0,0,1,,coloring
acrylic marker coloring book adults,,,7,303,215,-18,0.51,0.36,0.87,337,>710,8,1,0,0,0,,coloring
acrylic marker coloring book,,,11,489,415,-4,0.65,0.64,0.81,230,>849,8,1,0,1,1,,coloring
acrylic coloring book for adults,,,-,301,281,-3,,,,305,>935,8,1,0,0,0,,coloring
acrylic coloring book,,,2,473,451,-9,0.58,0.3,0.75,342,>954,8,1,0,1,0,,coloring
abc coloring book for kids ages 3-5,,,10,439,439,2,0.71,0.59,0.83,293,">1,000",8,0,3,1,0,,coloring
a court of thorns and roses coloring book,,,19,"6,111",880,-23,1.19,0.54,1.21,283,144,12,0,5,1,0,,coloring
a cats guide to good wine coloring book,,,2,"17,294",294,-73,0.84,0.77,0.9,14,17,8,1,0,0,0,,coloring
a brighter year mini coloring book adult,,,-,"2,907",250,-11,,,,174,86,8,0,0,0,0,,coloring
a brighter year mini coloring book,,,34,"4,374","1,321",-10,0.45,0.28,0.68,522,302,26,0,0,1,0,,coloring
a brighter year coloring book,,,-,654,306,32,0.74,0.55,0.85,209,>468,8,1,0,1,0,,coloring
a bright year coloring book,,,-,231,228,28,,,,327,>989,8,0,0,1,0,,coloring
a and p coloring book,,,-,213,213,-13,,,,274,">1,000",8,0,0,1,0,,coloring
90s stoner coloring book,,,3,"1,278",262,-10,0.69,0.64,0.74,378,>205,8,0,0,1,0,,coloring
90s nostalgia coloring book,,,25,883,218,-82,0.78,0.69,1.11,501,247,8,0,1,0,0,,coloring
90s cartoon stoner coloring book for adults easy,,,-,"1,488",241,11,0.73,0.54,1.16,178,162,8,0,0,0,0,,coloring
90 s cartoon stoner coloring book,,,-,"1,309",309,-1,0.48,0.37,0.54,224,236,8,0,0,1,0,,coloring
80s coloring book for adults,,,-,601,229,12,,,,257,>381,8,0,0,1,0,,coloring
7 year old coloring book,,,-,201,201,31,,,,160,">1,000",8,0,0,1,0,,coloring
60s coloring book,,,-,267,267,18,,,,283,">1,000",8,0,2,1,0,,coloring
4th of july coloring book,,,3,"1,705",433,219,0.53,0.48,0.82,147,>254,8,0,11,1,0,,coloring
420 coloring book,,,2,"1,094",374,-9,0.75,0.47,1.13,404,>342,8,0,4,1,0,,coloring
300 disney coloring book,,,-,"3,747",281,4,0.44,0.29,0.56,77,75,8,0,0,1,0,,coloring
2 year old coloring book,,,22,518,518,-22,0.73,0.52,0.76,329,">1,000",9,1,0,0,0,,coloring
101 calmness adult coloring book,,,-,459,235,-14,0.69,0.31,0.8,224,512,8,0,4,1,0,,coloring
100 years of wonder disney coloring book,,,1,"5,452",338,-51,0.72,0.67,0.77,128,62,8,0,0,1,0,,coloring
100 hard amazing patterns adult coloring book,,,-,945,239,-16,,,,219,253,8,0,1,1,0,,coloring
100 cozy days coloring book,,,-,"2,545",313,29,,,,185,123,8,1,0,1,0,,coloring
100 bold and easy coloring book,,,4,750,306,0,0.68,0.52,0.89,309,>408,8,1,1,1,0,,coloring
10 year old coloring book,,,-,269,269,20,,,,220,">1,000",8,0,0,1,0,,coloring
